Reporting Economy;Product/Sector;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Azerbaijan;SI3_AGG - MA - Manufactures;479;364;392;646;446;526;597;530;533;439;350;417;426;487;565;480;1059;1267
Azerbaijan;SI3_AGG - MAIS - Iron and steel;43;53;69;76;30;110;201;112;92;39;29;88;77;78;47;44;108;120
Azerbaijan;SI3_AGG - MACH - Chemicals;100;136;99;175;90;130;242;240;175;231;190;153;179;195;279;246;683;767
Azerbaijan;SI3_AGG - MACHPH - Pharmaceuticals;1;1;1;1;0;1;56;79;6;13;1;2;1;2;1;1;5;3
Azerbaijan;SI3_AGG - MAMT - Machinery and transport equipment;297;122;147;174;201;218;57;92;163;87;52;99;58;72;89;72;63;159
Azerbaijan;SI3_AGG - MAMTOF - Office and telecom equipment;0;2;2;2;2;1;1;1;9;2;2;3;3;6;5;20;5;25
Azerbaijan;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;0;1;1;1;0;0;0;0;0;0;0;1;2;3;2;18;3;19
Azerbaijan;SI3_AGG - MAMTOTTL - Telecommunications equipment;0;2;1;0;2;1;1;1;1;1;1;2;1;3;3;2;3;5
Azerbaijan;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0
Azerbaijan;SI3_AGG - MAMTTE - Transport equipment;272;85;102;130;171;181;7;42;107;26;3;61;11;10;17;6;10;44
Azerbaijan;SI3_AGG - MAMTAU - Automotive products;3;7;4;3;3;2;3;2;9;6;2;16;9;4;8;2;6;40
Azerbaijan;SI3_AGG - MATE - Textiles;16;21;28;29;26;31;46;42;51;32;27;30;41;52;59;46;86;67
Azerbaijan;SI3_AGG - MACL - Clothing;0;0;0;0;2;5;6;2;1;0;1;2;2;1;1;2;1;3
Bahamas;SI3_AGG - TO - Total merchandise;549;694;802;956;711;702;834;984;955;834;521;481;571;642;695;431;639;838
Bahamas;SI3_AGG - AG - Agricultural products;122;111;113;135;73;82;84;88;98;75;69;79;89;87;87;36;51;100
Bahamas;SI3_AGG - AGFO - Food;111;106;108;129;68;77;77;83;93;72;65;75;86;84;84;34;49;97
Bahamas;SI3_AGG - MI - Fuels and mining products;100;106;212;268;147;200;256;353;268;202;95;54;84;120;95;116;192;193
Bahamas;SI3_AGG - MIFU - Fuels;40;93;168;211;112;160;216;320;238;165;70;46;73;102;79;96;152;161
Bahamas;SI3_AGG - MA - Manufactures;327;447;415;521;365;338;387;388;444;412;279;270;300;316;355;187;308;281
Bahamas;SI3_AGG - MAIS - Iron and steel;;0;4;15;5;8;10;5;7;8;1;2;1;2;1;0;0;0
Bahamas;SI3_AGG - MACH - Chemicals;;209;246;251;251;216;250;282;295;276;146;122;134;148;103;59;48;30
Bahamas;SI3_AGG - MACHPH - Pharmaceuticals;;13;4;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Bahamas;SI3_AGG - MAMT - Machinery and transport equipment;;59;68;67;74;74;86;64;96;80;89;98;116;117;200;53;251;58
Bahamas;SI3_AGG - MAMTOF - Office and telecom equipment;;1;2;1;2;1;12;2;2;4;6;5;16;3;4;3;1;4
Bahamas;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;;1;1;1;1;1;1;1;1;1;3;2;2;1;1;2;0;1
Bahamas;SI3_AGG - MAMTOTTL - Telecommunications equipment;;1;1;0;1;1;11;1;1;1;1;2;13;2;3;1;1;2
Bahamas;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;;0;0;0;0;0;0;0;0;2;3;1;1;0;0;0;0;0
Bahamas;SI3_AGG - MAMTTE - Transport equipment;;32;28;39;22;33;31;25;39;30;48;58;40;61;67;26;248;26
Bahamas;SI3_AGG - MAMTAU - Automotive products;;9;12;7;9;7;4;7;4;4;6;25;7;4;10;4;0;3
Bahamas;SI3_AGG - MATE - Textiles;;1;1;1;1;2;2;1;1;0;1;2;1;2;2;29;1;0
Bahamas;SI3_AGG - MACL - Clothing;;1;0;0;0;0;0;0;1;0;4;0;0;0;0;1;0;0
Bahrain, Kingdom of;SI3_AGG - TO - Total merchandise;10242;12200;13634;17316;11874;14971;19650;19768;21930;20130;16540;12785;15376;18044;18120;14066;22369;30194
Bahrain, Kingdom of;SI3_AGG - AG - Agricultural products;62;60;68;286;293;310;462;499;863;638;456;377;535;605;625;599;684;896
Bahrain, Kingdom of;SI3_AGG - AGFO - Food;59;57;65;284;289;306;438;489;843;629;447;368;521;595;613;587;668;879
Bahrain, Kingdom of;SI3_AGG - MI - Fuels and mining products;9306;10804;12227;14836;10043;13254;17365;16305;14443;14370;10099;8541;11191;13564;13260;9540;16815;18740
Bahrain, Kingdom of;SI3_AGG - MIFU - Fuels;7787;9221;10809;13789;8914;11505;15491;13026;11074;11040;7739;6082;8411;10594;9895;5938;9941;15069
Bahrain, Kingdom of;SI3_AGG - MA - Manufactures;866;796;1338;1959;1446;1407;1820;2916;5619;5111;5808;3797;3596;3788;3845;3728;4640;5061
Bahrain, Kingdom of;SI3_AGG - MAIS - Iron and steel;19;25;20;66;76;119;169;77;548;640;488;473;515;679;464;615;929;660
Bahrain, Kingdom of;SI3_AGG - MACH - Chemicals;286;306;611;593;314;111;172;738;730;973;838;626;766;805;858;801;1078;1200
Bahrain, Kingdom of;SI3_AGG - MACHPH - Pharmaceuticals;0;0;1;1;1;0;0;1;2;1;1;1;0;1;1;2;5;26
Bahrain, Kingdom of;SI3_AGG - MAMT - Machinery and transport equipment;234;191;266;536;518;539;789;1124;2363;1768;2135;1292;947;869;1095;1268;1314;1329
Bahrain, Kingdom of;SI3_AGG - MAMTOF - Office and telecom equipment;12;6;9;14;34;43;131;239;474;311;547;223;69;55;88;127;167;190
Bahrain, Kingdom of;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;5;3;6;4;27;36;122;120;244;149;370;130;46;28;43;68;87;112
Bahrain, Kingdom of;SI3_AGG - MAMTOTTL - Telecommunications equipment;8;3;3;10;7;7;9;118;228;157;168;90;22;26;43;56;77;74
Bahrain, Kingdom of;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;0;0;0;0;0;0;0;0;2;6;9;4;1;0;2;3;3;5
Bahrain, Kingdom of;SI3_AGG - MAMTTE - Transport equipment;143;121;155;252;220;260;371;464;1330;907;730;465;580;509;638;657;767;759
Bahrain, Kingdom of;SI3_AGG - MAMTAU - Automotive products;134;92;138;225;193;224;317;391;1034;679;542;223;493;400;500;445;416;278
Bahrain, Kingdom of;SI3_AGG - MATE - Textiles;53;40;69;72;63;90;98;89;140;127;144;151;157;204;187;134;202;202
Bahrain, Kingdom of;SI3_AGG - MACL - Clothing;82;44;52;59;42;97;66;96;120;176;795;322;129;90;71;49;44;64
Bangladesh;SI3_AGG - TO - Total merchandise;9297;11802;12453;15370;15083;19194;24439;25127;29114;30405;32379;34894;35851;39252;39337;33605;44223;54695
Bangladesh;SI3_AGG - AG - Agricultural products;741;886;1267;1563;719;1013;1365;990;1227;1698;1096;1182;1152;1116;1196;1195;1596;1580
Bangladesh;SI3_AGG - AGFO - Food;581;693;857;1057;576;776;938;648;969;1168;859;903;904;891;945;940;1236;1163
Bangladesh;SI3_AGG - MI - Fuels and mining products;73;128;269;332;204;246;389;549;356;484;233;139;180;157;123;109;257;209
Bangladesh;SI3_AGG - MIFU - Fuels;54;89;213;263;152;145;280;447;279;348;178;52;54;26;20;23;65;11
Bangladesh;SI3_AGG - MA - Manufactures;8483;10683;10913;13458;14138;17908;22558;22748;22949;28064;30404;32891;34444;37893;37951;32230;42288;52772
Bangladesh;SI3_AGG - MAIS - Iron and steel;37;32;51;63;8;12;47;34;30;58;20;6;7;10;7;23;77;14
Bangladesh;SI3_AGG - MACH - Chemicals;184;145;176;218;118;93;171;149;115;213;137;133;137;181;173;183;330;324
Bangladesh;SI3_AGG - MACHPH - Pharmaceuticals;18;27;38;47;27;27;48;49;60;60;69;60;75;93;87;111;147;126
Bangladesh;SI3_AGG - MAMT - Machinery and transport equipment;174;194;335;414;93;137;283;344;253;352;397;179;186;233;270;256;453;386
Bangladesh;SI3_AGG - MAMTOF - Office and telecom equipment;6;10;73;90;14;21;11;14;14;13;16;15;13;16;22;23;25;17
Bangladesh;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;1;2;6;8;2;1;1;3;2;1;4;4;4;4;3;4;8;8
Bangladesh;SI3_AGG - MAMTOTTL - Telecommunications equipment;4;8;66;81;8;10;9;7;6;11;6;9;7;11;15;13;15;7
Bangladesh;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;1;1;1;1;4;10;1;5;6;1;7;3;2;2;5;6;2;2
Bangladesh;SI3_AGG - MAMTTE - Transport equipment;121;120;103;126;48;65;174;152;129;216;168;104;96;120;169;161;329;248
Bangladesh;SI3_AGG - MAMTAU - Automotive products;21;13;11;14;5;8;2;4;3;2;15;0;0;1;1;1;0;2
Bangladesh;SI3_AGG - MATE - Textiles;705;1494;884;1090;886;1263;1898;1846;1651;2361;1626;1564;1677;1616;1578;1709;2135;2172
Bangladesh;SI3_AGG - MACL - Clothing;6890;8318;8855;11672;11892;14855;19214;19380;23501;24584;26603;28668;29213;32927;34026;27471;35812;45709
Barbados;SI3_AGG - TO - Total merchandise;359;510;524;488;379;429;475;565;457;474;483;517;485;448;444;345;350;498
Barbados;SI3_AGG - AG - Agricultural products;86;82;92;111;96;92;92;122;100;100;93;95;109;96;89;82;96;109
Barbados;SI3_AGG - AGFO - Food;86;80;91;110;96;91;92;120;99;100;92;95;109;96;89;82;96;109
Barbados;SI3_AGG - MI - Fuels and mining products;117;211;287;156;73;121;164;172;151;147;92;79;110;125;134;98;90;210
Barbados;SI3_AGG - MIFU - Fuels;114;208;279;149;69;118;162;169;148;143;90;77;108;121;127;92;84;200
Barbados;SI3_AGG - MA - Manufactures;156;215;143;219;209;216;207;270;206;226;292;337;261;226;217;161;161;174
Barbados;SI3_AGG - MAIS - Iron and steel;1;1;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1
Barbados;SI3_AGG - MACH - Chemicals;42;45;42;60;67;90;96;95;72;71;76;72;72;63;55;61;53;52
Barbados;SI3_AGG - MACHPH - Pharmaceuticals;20;22;25;42;42;67;72;69;47;48;49;46;35;30;27;24;25;25
Barbados;SI3_AGG - MAMT - Machinery and transport equipment;40;56;27;27;29;23;24;28;23;29;33;30;30;20;20;23;18;24
Barbados;SI3_AGG - MAMTOF - Office and telecom equipment;17;22;6;4;9;5;4;4;3;4;8;8;4;3;3;2;3;6
Barbados;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;1;2;2;2;2;1;2;2;2;1;1;1;1;1;1;1;1;0
Barbados;SI3_AGG - MAMTOTTL - Telecommunications equipment;16;20;5;3;7;3;1;2;2;2;6;7;2;2;2;0;1;2
Barbados;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3
Barbados;SI3_AGG - MAMTTE - Transport equipment;4;6;3;6;6;5;7;7;4;12;13;8;9;4;7;9;5;7
Barbados;SI3_AGG - MAMTAU - Automotive products;3;4;2;3;4;3;2;4;1;5;11;3;3;3;3;2;2;3
Barbados;SI3_AGG - MATE - Textiles;2;3;2;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2
Barbados;SI3_AGG - MACL - Clothing;2;5;1;7;5;3;4;9;6;7;11;13;16;9;6;4;6;6
Belarus;SI3_AGG - TO - Total merchandise;15979;19734;24275;32571;21304;25284;39807;46060;37558;36081;26758;23414;29267;33726;32955;29179;39762;22793
Belarus;SI3_AGG - AG - Agricultural products;1720;1844;2231;2622;2613;3711;4421;5098;5986;5967;4706;4580;5534;6000;6414;6686;8060;
Belarus;SI3_AGG - AGFO - Food;1319;1478;1762;2194;2278;3191;3792;4519;5349;5333;4169;4016;4827;5047;5336;5516;6632;
Belarus;SI3_AGG - MI - Fuels and mining products;5642;7660;8672;12256;8104;7194;14762;16673;12383;12395;8015;5139;7255;8846;7216;4047;7338;
Belarus;SI3_AGG - MIFU - Fuels;5557;7563;8513;12090;7977;7016;14517;16391;12044;12084;7768;4849;6891;8477;6821;3680;6943;
Belarus;SI3_AGG - MA - Manufactures;8296;9921;12906;17162;10146;13351;20092;22432;17305;16649;12903;12848;15660;17691;17802;16813;15330;
Belarus;SI3_AGG - MAIS - Iron and steel;702;864;1183;1650;825;1106;1438;1429;1200;1255;927;750;1028;1322;1223;1034;1610;
Belarus;SI3_AGG - MACH - Chemicals;1766;1898;2468;4974;2951;3732;7107;8283;4050;4956;4784;3787;4345;5338;5225;4723;1580;
Belarus;SI3_AGG - MACHPH - Pharmaceuticals;52;55;61;78;89;117;126;150;165;165;148;162;208;244;286;320;311;
Belarus;SI3_AGG - MAMT - Machinery and transport equipment;2981;3681;5063;5771;3091;4330;6355;7040;6158;4950;3298;3913;4985;5244;5438;5205;4772;
Belarus;SI3_AGG - MAMTOF - Office and telecom equipment;150;90;99;103;85;123;154;290;273;208;141;147;244;300;312;354;506;
Belarus;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;14;7;10;10;16;31;14;18;31;52;25;23;48;40;64;57;98;
Belarus;SI3_AGG - MAMTOTTL - Telecommunications equipment;99;46;43;40;30;53;81;189;150;72;41;58;94;151;169;202;304;
Belarus;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;36;37;47;53;39;40;59;83;93;84;74;66;103;108;78;95;105;
Belarus;SI3_AGG - MAMTTE - Transport equipment;1306;1627;2209;2430;997;1711;2878;3237;2464;1954;1286;1617;2162;2426;2501;2179;1693;
Belarus;SI3_AGG - MAMTAU - Automotive products;1176;1466;2003;2191;893;1599;2685;2959;2182;1755;1136;1412;1829;2190;1960;1657;978;
Belarus;SI3_AGG - MATE - Textiles;474;504;567;588;455;615;745;729;738;673;509;624;678;731;724;689;738;
Belarus;SI3_AGG - MACL - Clothing;330;350;400;449;344;432;507;577;575;535;329;372;440;498;498;402;511;
Belgium;SI3_AGG - TO - Total merchandise;334400;366745;430952;471840;370125;407692;475672;445939;468760;472192;396841;398134;429645;468213;446910;421842;548869;635245
Belgium;SI3_AGG - AG - Agricultural products;32022;34238;40745;47233;41257;41682;48536;47155;49965;50521;43823;45460;48869;51221;50140;50396;58911;62576
Belgium;SI3_AGG - AGFO - Food;27668;29437;34903;41127;36413;35834;41622;40715;43236;43944;38521;40218;43374;45018;44111;44884;51585;55198
Belgium;SI3_AGG - MI - Fuels and mining products;32981;43233;47817;60562;36720;51092;69357;67338;74145;66229;43660;37302;47516;59751;52016;41143;74588;136642
Belgium;SI3_AGG - MIFU - Fuels;23275;28973;30284;44085;26157;36274;51508;51287;60096;53695;33148;27566;35939;44217;36757;24874;51288;113721
Belgium;SI3_AGG - MA - Manufactures;268446;288325;340915;360579;288922;309221;349689;324804;335499;341162;297883;303566;321316;351582;338714;324879;413024;436023
Belgium;SI3_AGG - MAIS - Iron and steel;16487;19779;26055;28224;15012;17355;21733;17635;16268;16233;13518;13325;17183;19265;16592;13313;20736;24780
Belgium;SI3_AGG - MACH - Chemicals;95977;104846;124744;132698;119697;128974;138026;131161;136919;134602;117573;117186;121404;141215;135366;139090;194783;210137
Belgium;SI3_AGG - MACHPH - Pharmaceuticals;35039;38230;46920;49348;51688;50886;49400;46546;48859;52734;45570;45012;44741;50408;55639;63989;99352;105045
Belgium;SI3_AGG - MAMT - Machinery and transport equipment;84547;88914;102878;109395;79969;83178;98391;92647;94725;97027;86250;90153;96257;102478;104277;96065;107031;108542
Belgium;SI3_AGG - MAMTOF - Office and telecom equipment;13091;12365;13422;14018;11095;11195;12066;10617;9804;9506;9360;9310;8844;8784;9690;9937;10317;10824
Belgium;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;5744;5205;5382;5799;5130;4978;5892;5342;4951;4452;4023;4056;3556;3569;3600;3341;3332;3336
Belgium;SI3_AGG - MAMTOTTL - Telecommunications equipment;5530;5244;6034;5969;4459;4166;3995;3595;3819;4133;4410;4361;4230;4196;4153;4344;4389;4245
Belgium;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;1816;1916;2006;2251;1506;2050;2179;1681;1034;922;927;893;1058;1019;1938;2252;2596;3244
Belgium;SI3_AGG - MAMTTE - Transport equipment;44758;47306;53776;54981;39125;40155;47998;45648;48366;50957;45040;48861;52954;55907;58254;51702;54651;56041
Belgium;SI3_AGG - MAMTAU - Automotive products;40271;43105;48333;48314;33936;35408;43172;41085;43534;45548;40258;44140;47414;49254;52795;46777;49116;50494
Belgium;SI3_AGG - MATE - Textiles;7463;7663;8574;8212;6306;6506;6926;6039;6147;6344;5646;5387;5795;6062;5737;5605;6140;5804
Belgium;SI3_AGG - MACL - Clothing;6715;7236;8362;9747;8481;7808;9042;7822;8588;8937;8269;8987;9368;10061;9879;8905;9548;10464
Belize;SI3_AGG - TO - Total merchandise;319;419;416;469;381;478;604;627;609;589;538;443;457;451;425;289;423;494
Belize;SI3_AGG - AG - Agricultural products;178;200;170;171;176;176;194;242;265;208;205;158;213;183;197;191;235;240
Belize;SI3_AGG - AGFO - Food;177;200;169;169;174;172;188;236;261;204;200;154;209;180;195;189;233;238
Belize;SI3_AGG - MI - Fuels and mining products;1;45;72;119;70;102;156;103;82;59;27;18;22;27;23;7;14;24
Belize;SI3_AGG - MIFU - Fuels;1;45;72;119;70;102;155;102;81;58;27;18;21;26;22;6;11;22
Belize;SI3_AGG - MA - Manufactures;28;9;18;4;3;4;22;22;20;39;32;34;43;30;24;13;15;22
Belize;SI3_AGG - MAIS - Iron and steel;0;0;0;;;1;0;1;0;0;0;1;0;0;0;0;0;0
Belize;SI3_AGG - MACH - Chemicals;6;3;2;2;2;2;6;6;3;6;7;8;16;12;8;5;3;4
Belize;SI3_AGG - MACHPH - Pharmaceuticals;0;0;0;0;0;;0;0;0;0;0;1;4;3;1;1;1;0
Belize;SI3_AGG - MAMT - Machinery and transport equipment;2;2;2;0;0;0;7;7;10;13;6;7;7;6;4;3;4;5
Belize;SI3_AGG - MAMTOF - Office and telecom equipment;0;0;0;;0;;2;0;1;0;0;0;0;0;1;0;1;0
Belize;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;0;0;0;;;;0;0;0;0;0;0;0;0;1;0;0;0
Belize;SI3_AGG - MAMTOTTL - Telecommunications equipment;0;0;0;;0;;2;0;1;0;0;0;0;0;0;0;1;0
Belize;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;;;0;;;;0;0;;0;;0;0;0;0;0;0;0
Belize;SI3_AGG - MAMTTE - Transport equipment;1;0;1;0;0;0;3;2;2;3;1;2;4;4;2;2;2;3
Belize;SI3_AGG - MAMTAU - Automotive products;1;0;1;0;;0;2;1;1;2;0;2;1;1;1;0;1;1
Belize;SI3_AGG - MATE - Textiles;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Belize;SI3_AGG - MACL - Clothing;17;0;9;0;0;0;1;0;0;4;2;2;2;1;1;0;0;1
Benin;SI3_AGG - TO - Total merchandise;578;736;1047;1282;1225;1282;1410;1443;1982;2560;1682;1774;2216;3344;3052;2996;3434;3547
Benin;SI3_AGG - AG - Agricultural products;241;185;236;288;343;386;214;294;413;451;417;293;583;763;712;676;833;758
Benin;SI3_AGG - AGFO - Food;70;88;104;127;210;270;98;131;159;144;142;111;222;304;224;191;175;147
Benin;SI3_AGG - MI - Fuels and mining products;3;2;12;9;3;44;55;44;49;127;32;22;23;28;27;38;39;42
Benin;SI3_AGG - MIFU - Fuels;2;1;8;1;0;40;45;38;37;106;23;15;18;26;26;38;37;38
Benin;SI3_AGG - MA - Manufactures;36;31;27;124;79;81;108;103;119;368;161;76;114;147;96;117;136;91
Benin;SI3_AGG - MAIS - Iron and steel;6;9;4;52;39;33;52;64;61;42;28;16;17;42;27;30;59;43
Benin;SI3_AGG - MACH - Chemicals;3;2;3;3;4;5;6;5;6;10;5;6;11;7;7;7;8;8
Benin;SI3_AGG - MACHPH - Pharmaceuticals;0;0;0;0;1;2;2;2;1;1;1;0;6;4;3;3;4;5
Benin;SI3_AGG - MAMT - Machinery and transport equipment;9;3;2;51;20;31;25;10;19;223;72;17;42;54;17;41;33;16
Benin;SI3_AGG - MAMTOF - Office and telecom equipment;0;0;0;0;0;0;0;0;0;2;0;0;2;1;2;0;0;0
Benin;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Benin;SI3_AGG - MAMTOTTL - Telecommunications equipment;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;0
Benin;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0
Benin;SI3_AGG - MAMTTE - Transport equipment;4;2;1;46;5;7;7;3;3;109;50;6;7;4;7;5;9;5
Benin;SI3_AGG - MAMTAU - Automotive products;3;1;1;2;4;7;6;3;3;9;5;5;5;3;2;3;5;3
Benin;SI3_AGG - MATE - Textiles;3;4;7;11;10;7;17;14;14;15;11;11;11;10;10;12;13;11
Benin;SI3_AGG - MACL - Clothing;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0
Bermuda;SI3_AGG - TO - Total merchandise;49;27;27;24;29;15;13;11;12;22;22;19;18;18;27;19;29;34
Bermuda;SI3_AGG - AG - Agricultural products;;;;;;;;2;0;3;4;6;6;4;4;3;2;3
Bermuda;SI3_AGG - AGFO - Food;;;;;;;;2;0;3;4;6;6;4;4;3;2;3
Bermuda;SI3_AGG - MI - Fuels and mining products;;;;;;;;1;0;0;0;0;0;0;0;0;0;0
Bermuda;SI3_AGG - MIFU - Fuels;;;;;;;;1;;;0;0;0;0;0;0;0;0
Bermuda;SI3_AGG - MA - Manufactures;;;;;;;;7;11;9;4;3;5;13;23;16;23;10
Bermuda;SI3_AGG - MAIS - Iron and steel;;;;;;;;0;0;0;0;0;0;0;0;0;0;0
Bermuda;SI3_AGG - MACH - Chemicals;;;;;;;;0;0;0;0;0;0;0;0;0;0;0
Bermuda;SI3_AGG - MACHPH - Pharmaceuticals;;;;;;;;0;0;0;0;0;0;0;0;0;0;0
Bermuda;SI3_AGG - MAMT - Machinery and transport equipment;;;;;;;;4;6;4;1;1;2;8;18;3;21;7
Bermuda;SI3_AGG - MAMTOF - Office and telecom equipment;;;;;;;;1;2;2;1;0;0;1;1;0;1;1
Bermuda;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;;;;;;;;0;0;0;0;0;0;0;0;0;0;0
Bermuda;SI3_AGG - MAMTOTTL - Telecommunications equipment;;;;;;;;1;2;1;0;0;0;1;1;0;1;1
Bermuda;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;;;;;;;;0;0;0;0;;0;0;0;0;0;0
Bermuda;SI3_AGG - MAMTTE - Transport equipment;;;;;;;;1;3;1;0;0;1;4;15;2;18;2
Bermuda;SI3_AGG - MAMTAU - Automotive products;;;;;;;;0;1;1;0;0;0;1;11;2;5;0
Bermuda;SI3_AGG - MATE - Textiles;;;;;;;;0;0;1;0;0;0;0;2;0;0;0
Bermuda;SI3_AGG - MACL - Clothing;;;;;;;;0;0;0;0;0;0;0;0;0;0;0
Bhutan;SI3_AGG - TO - Total merchandise;258;414;675;521;496;641;675;535;544;583;549;525;573;606;674;651;784;724
Bhutan;SI3_AGG - AG - Agricultural products;28;;69;252;31;30;39;41;42;31;45;;;;;;;
Bhutan;SI3_AGG - AGFO - Food;27;;69;252;30;30;38;37;37;28;40;;;;;;;
Bhutan;SI3_AGG - MI - Fuels and mining products;102;;347;262;261;323;324;236;240;180;223;;;;;;;
Bhutan;SI3_AGG - MIFU - Fuels;80;;246;255;211;232;227;175;178;134;156;;;;;;;
Bhutan;SI3_AGG - MA - Manufactures;129;;258;8;204;287;311;254;258;194;278;;;;;;;
Bhutan;SI3_AGG - MAIS - Iron and steel;29;;61;7;123;163;167;183;186;140;200;;;;;;;
Bhutan;SI3_AGG - MACH - Chemicals;22;;25;0;28;37;38;37;37;28;40;;;;;;;
Bhutan;SI3_AGG - MACHPH - Pharmaceuticals;0;;0;0;0;;0;0;0;0;0;;;;;;;
Bhutan;SI3_AGG - MAMT - Machinery and transport equipment;3;;1;0;0;0;0;0;0;0;0;;;;;;;
Bhutan;SI3_AGG - MAMTOF - Office and telecom equipment;2;;0;0;;0;0;;;;;;;;;;;
Bhutan;SI3_AGG - MAMTOTEP - Electronic data processing and office equipment;2;;0;0;;0;0;;;;;;;;;;;
Bhutan;SI3_AGG - MAMTOTTL - Telecommunications equipment;0;;0;0;;;;;;;;;;;;;;
Bhutan;SI3_AGG - MAMTOTIC - Integrated circuits and electronic components;0;;;;;;;;;;;;;;;;;
Bhutan;SI3_AGG - MAMTTE - Transport equipment;0;;;0;;;;;;;;;;;;;;
Bhutan;SI3_AGG - MAMTAU - Automotive products;0;;;0;;;;;;;;;;;;;;
Bhutan;SI3_AGG - MATE - Textiles;18;;11;0;1;1;1;1;1;1;1;;;;;;;
Bhutan;SI3_AGG - MACL - Clothing;0;;0;0;0;0;0;0;0;0;0;;;;;;;
Bolivia, Plurinational State of;SI3_AGG - TO - Total merchandise;2827;3952;4504;6525;4960;6402;8358;11254;11657;12300;8726;7082;7846;8965;8757;7015;11030;13653
Bolivia, Plurinational State of;SI3_AGG - AG - Agricultural products;615;668;791;1036;1082;1124;1212;1618;1871;1892;1468;1489;1245;1442;1301;1469;2205;3219
Bolivia, Plurinational State of;SI3_AGG - AGFO - Food;566;601;718;960;1016;1049;1146;1560;1817;1836;1423;1451;1205;1392;1257;1417;2125;3134
Bolivia, Plurinational State of;SI3_AGG - MI - Fuels and mining products;1796;2761;3383;5094;3577;4836;6781;8550;8765;9236;6155;4547;5582;5998;5355;3905;5736;6726
